partite_perse,player_id,nemesis_id,player_name,nemesis_name
2,201567,201567,Alexandra Dulgheru,Alexandra Dulgheru
2,201567,201567,Alexandra Dulgheru,Alexandra Dulgheru
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201568,201568,Kristina Kucova,Kristina Kucova
2,201582,201582,Jing Jing Lu,Jing Jing Lu
2,201588,201588,Anna Tatishvili,Anna Tatishvili
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201597,201597,Kurumi Nara,Kurumi Nara
2,201604,201604,Irina Falconi,Irina Falconi
2,201604,201604,Irina Falconi,Irina Falconi
2,201604,201604,Irina Falconi,Irina Falconi
2,201604,201604,Irina Falconi,Irina Falconi
2,201606,201606,Rebecca Marino,Rebecca Marino
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
