player_id,country_id,name,sex,hand,ht,year_of_birth
215154,USA,Audrey Marquard,female,U,,1995
222755,AUS,Elodie Foster,female,U,,-1
221118,BLR,Tatsiana Sasnouskaya,female,U,,2002
144661,ITA,Marco Di Prima,male,U,,1995
222576,ROU,Denisa Elena Plesa,female,U,,-1
221203,RUS,Alexandra Vasilyeva,female,U,,2001
216088,RUS,Aisha Kukushkina,female,U,,2001
211699,CZE,Karolina Stuchla,female,U,,1994
221846,IRI,Sara Azaddoost,female,U,,1997
215693,CZE,Michaela Bayerlova,female,U,,1998
222786,RUS,Mariya Polishchuk,female,R,,-1
216273,UKR,Yulia Starodubtsewa,female,U,,2000
216263,USA,Chloe Beck,female,R,,2001
233730,RSA,Amike Botha,female,U,,-1
106191,FRA,Mick Lescure,male,R,,1993
127009,COL,Juan Miguel Jaramillo,male,R,,1996
221730,NED,Bo Luttikhuis,female,U,,1999
105943,ITA,Federico Gaio,male,R,,1992
202094,CZE,Lukas Vejvara,male,U,,1997
216313,MEX,Haina Franco,female,U,,-1
215062,USA,Carson Branstine,female,R,,2000
244084,ESP,Ainara Vegal,female,U,,-1
214418,IND,Vaidehi Chaudhari,female,U,,2000
206505,USA,Peter Tarwid,male,U,,1996
204309,GER,Stephanie Wagner,female,R,,1994
202551,GRE,Eleni Kordolaimi,female,R,,1993
206353,USA,Lauren Marker,female,R,,1995
111809,USA,Henry Craig,male,R,,1994
213521,USA,Megan Mccray,female,U,,1995
225865,RUS,Stanislava Bobrovnikova,female,U,,-1
132310,POR,Tiago Cacao,male,R,,1998
220595,ITA,Benedetta Prato,female,U,,2001
222587,GBR,Madeleine Brooks,female,U,,-1
104334,ITA,Alberto Brizzi,male,R,,1984
231625,ITA,Noemi Basiletti,female,U,,-1
214056,COL,Angelica Maria Ochoa Martinez,female,U,,1997
206424,GER,Katharina Lehnert,female,R,,1994
242446,EGY,Dana Mousa,female,U,,-1
221384,ISR,Shachf Lieberman,female,U,,2003
202615,RSA,Natasha Fourouclas,female,R,,1994
223083,GRE,Athina Pitta,female,U,,-1
222528,CRO,Ana Mukic,female,L,,-1
215555,USA,Roosh Wijesundera,female,U,,1992
220485,ROU,Alexandra Maria Staiculescu,female,U,,2000
221315,BUL,Beatris Spasova,female,R,,2002
222765,BRA,Nicolly Ferreira,female,U,,-1
214190,CAN,Nicole Baloescu,female,U,,1997
220661,SRB,Vera Markovic,female,U,,2000
208154,MAR,Zineb El Ouazzani,female,U,,1987
216144,AUT,Elena Griessner,female,U,,2000
122248,USA,Peter Kobelt,male,U,,1990
121604,ARG,Luciano Doria,male,U,,1993
122310,SRB,Pavle Daljev,male,R,,1992
211107,GBR,Katie Boulter,female,R,180.0,1996
220368,BEL,Zoi Meers,female,U,,2001
200298,TUN,Adam Nagoudi,male,U,,2000
220584,RUS,Sofya Treshcheva,female,U,,2000
211246,GUA,Daniela Schippers,female,U,,1995
211043,COL,Maria Paulina Perez Garcia,female,R,,1996
111459,IND,Arjun Kadhe,male,R,,1994
213704,ESP,Laura Falceto Font,female,U,,1997
220898,USA,Macey Miller,female,U,,2001
221162,HKG,Justine Sophie Kwan Tung Leong,female,U,,2001
222731,EGY,Hla Saber,female,U,,-1
219953,ESP,Yulia Almiron Solano,female,U,,1999
215206,INA,Arrum Damarsari,female,U,,1998
222525,JPN,Anshu Okamura,female,U,,-1
221969,HKG,Hong Kiu Kwok,female,U,,-1
202366,CZE,Tadeas Paroulek,male,U,,2000
214862,SVK,Martina Okalova,female,U,,1997
122081,BRA,Luis Britto,male,R,,1993
206861,CRO,Roko Savin,male,R,,1999
208421,FRA,Lilian Marmousez,male,U,,2002
215001,GER,Carmen Schultheiss,female,U,,1999
223208,GBR,Eva Shaw,female,R,,2005
111581,USA,Michael Mmoh,male,R,,1998
215412,ESP,Marina Rodriguez Garcia,female,R,,1998
221457,ESP,Claudia De Las Heras Armenteras,female,U,,2003
221410,SWE,Fanny Norin,female,U,,2001
234251,USA,Gabriella Soliman,female,U,,-1
214324,SWE,Julia Rosenquist,female,R,,1998
220544,RUS,Anna TSELYKOVSKAYA,female,R,,2000
220904,AUS,Amber Marshall,female,U,,2001
122118,UZB,Abduvoris Saitmukhamedov,male,R,,1994
221300,AUS,Chloe Isabella Tsang,female,U,,2003
221540,NED,Isabelle Popma,female,U,,2001
221678,UNK,Le Yi Liu,female,U,,2003
144652,USA,William Blumberg,male,U,,1998
206190,AUS,Dimitri Morogiannis,male,U,,1999
216081,POL,Maja Chwalinska,female,U,,2001
222522,JPN,Kaho Hagiwara,female,U,,-1
216107,FIN,Ella Haavisto,female,U,,2002
215400,ITA,Anna Turco,female,U,,1998
105771,ARG,Nicolas Alejandro De Gregorio,male,R,,1991
223229,ESP,Alba Ferreres Fernandez,female,U,,-1
210584,FRA,Fiona Codino,female,R,,1995
106329,BRA,Thiago Monteiro,male,L,183.0,1994
105968,CHI,David Fleming,male,U,,1992
104792,FRA,Gael Monfils,male,R,193.0,1986
234474,FRA,Alyssa Reguer,female,U,,-1
123742,CAN,Martin Beran,male,R,,1995
209247,FRA,Axel Garcian,male,U,,2002
222929,IND,Leera Raju,female,R,,-1
203549,UKR,Olga Ianchuk,female,U,,1995
221998,COL,Shaloom Delgado Forero,female,U,,-1
121822,NED,Bobbie De Goeijen,male,U,,1992
213794,RUS,Anastasia Tokareva,female,U,,1995
241016,DEU,Aaliyah Hohmann,female,U,,-1
215158,ARG,Maria Del Rosario Vazquez,female,U,,1998
111797,CHI,Nicolas Jarry,male,R,,1995
215433,GBR,Francesca Wilkes,female,U,,1996
220973,GBR,Graziella Barrett,female,U,,2000
214943,MAR,Radia Lalami,female,U,,1999
122496,JPN,Yutaro Matsuzaki,male,R,,1993
132389,KAZ,Zhansultan Chembotayev,male,U,,1997
206397,KOR,Ji Hee Lee,female,U,,1989
214992,KAZ,Zhibek Kulambayeva,female,U,,2000
221135,ESP,Uxia Martinez Moral,female,U,,2001
215640,UKR,Lidiia Dashchenko,female,U,,1993
133291,JPN,Ryota Tanuma,male,U,,1995
221993,EGY,Caroline Fawzy,female,U,,-1
206289,GRE,Maria Sakkari,female,R,172.0,1995
126502,ESP,Luis Diego Chavez Villalpando,male,U,,1995
104544,ESP,Ricardo Villacorta Alonso,male,R,,1985
206900,COL,Diego Alejandro Giraldo Restrepo,male,U,,1999
100644,GER,Alexander Zverev,male,R,198.0,1997
105731,CAN,Steven Diez,male,R,,1991
215318,JPN,Nagisa Morimoto,female,U,,1997
220936,ITA,Francesca Rumi,female,U,,2000
122055,IND,Haadin Bava,male,U,,1994
106210,CZE,Jiri Vesely,male,L,198.0,1993
220383,USA,Jasmine Boyd,female,L,,1999
220437,BLR,Lizaveta Artsiomenka,female,U,,2001
216232,ISR,Pamela Cohen,female,U,,2000
220856,USA,Kirsten Pierce,female,U,,1993
206579,PAR,Sarah Tami Masi,female,R,,1984
220102,CZE,Valentina Cvackova,female,U,,2000
216575,ITA,Alice Di Matteo,female,U,,1999
202272,SWE,Niklas Johansson,male,U,,1998
220727,USA,Anna Letto,female,U,,2000
127038,NED,Robert Willekes Macdonald,male,R,,1994
219543,CHN,Chunxi Xin,female,U,,2000
215730,IND,Prakriti Banwani,female,R,,2000
220454,KOR,Yeon Woo Ku,female,U,,2003
126952,KOR,Soon Woo Kwon,male,R,180.0,1997
233736,TUR,Zeynep Erbakan,female,U,,-1
216475,MAS,Nurin Nabilah Roslan,female,U,,1998
105899,URU,Martin Cuevas,male,R,,1992
104390,FRA,Jonathan Hilaire,male,R,,1984
234478,ITA,Sofia Carpi,female,U,,-1
223019,NED,Ivana Milosevic,female,U,,-1
220499,UZB,Muslima Akhunova,female,U,,2002
223252,EGY,Shahd Habib,female,U,,-1
223187,AUS,Saanvi Tak,female,U,,-1
221010,ITA,Cristina Elena Tiglea,female,U,,2001
233743,SVK,Nikola Daubnerova,female,U,,-1
134085,POL,Mateusz Terczynski,male,R,,1996
200389,POL,Piotr Matuszewski,male,U,,1998
207244,USA,Ryan Hardin,male,U,,1998
222788,THA,Kanyanut Sudsaard,female,U,,-1
208492,FRA,Youlian Iakovlev,male,U,,2000
220055,ITA,Tasha Cacciato,female,U,,1998
222853,SWE,Linn Svaerd,female,U,,-1
125784,USA,David Warren,male,U,,1988
219971,SWE,Matilda Lenngren,female,U,,1999
211437,IND,Bhuvana Kalva,female,R,,1995
105369,SUI,Riccardo Maiga,male,R,,1989
202667,RUS,Natela Dzalamidze,female,R,,1993
144930,SWE,Richard Solberg,male,R,,1996
215788,HON,Alejandra Obando,female,U,,1994
214821,ROU,Ioana Diana Pietroiu,female,L,,1998
221128,CAN,Sophia Qi Ho,female,U,,2001
214739,FIN,Mariella Minetti,female,U,,1999
220932,THA,Pat Vasuratna,female,U,,2000
213576,BLR,Iryna Shymanovich,female,R,,1997
240999,RUS,Anna Zyryanova,female,U,,-1
200452,GER,Patrick Zahraj,male,U,,1999
220697,RUS,Anfisa Danilchenko,female,R,,2001
201498,ITA,Karin Knapp,female,R,180.0,1987
126209,DOM,Peter Bertran,male,,,1996
213573,JPN,Megumi Nishimoto,female,R,,1993
222460,BOL,Camila Moira Taborga Rollano,female,U,,-1
221269,KOR,Eunji Lee,female,U,,2001
214416,IND,Sindhu Janagam,female,R,,1996
222781,USA,Belle Kuhnert,female,U,,-1
221267,KOR,Eunseo Yun,female,U,,2001
103401,CZE,Jan Hernych,male,R,190.0,1979
105960,USA,Evan King,male,L,185.0,1992
200222,USA,Nicholas S Hu,male,R,,1994
220687,FRA,Olympe Lancelot,female,U,,2001
221028,AUS,Isabelle Papazyan,female,U,,2002
209273,CZE,Michaela Kucharova,female,U,,1989
214955,ITA,Camilla Abbate,female,U,,1997
222777,CHI,Martina Alcaino Vergara,female,U,,-1
214539,USA,Yuki Kristina Chiang,female,U,,1995
223049,DEN,Laura Marie Haagen,female,U,,-1
220725,USA,Allie Gretkowski,female,U,,2003
215872,RUS,Kamilla Rakhimova,female,R,2.0,2001
207506,BRA,Gabriel Ciro Da Silva,male,U,,1999
214961,ZIM,Kimberly Mpukusa,female,U,,1997
106104,USA,Dane Webb,male,U,,1993
210636,ISR,Saray Sterenbach,female,R,,1994
203449,GER,Sarah Rebecca Sekulic,female,L,,1992
208103,CZE,Jiri Lehecka,male,R,,2001
104707,RUS,Denis Matsukevitch,male,R,190.0,1986
238179,ECU,Tania Isabel Andrade Sabando,female,U,,-1
201596,SWE,Johanna Larsson,female,R,174.0,1988
215594,KAZ,Anastasiya Zaharova,female,U,,2001
221767,TUN,Wiem Boubaker,female,U,,2003
216476,ECU,Rafaella Baquerizo,female,U,,1998
221870,AUS,Leonora Radocaj,female,U,,2002
216421,USA,Kennedy Wicker,female,R,,1998
136461,AUS,Sam Edward Longhurst,male,U,,1995
105585,CHN,Ze Zhang,male,R,,1990
213878,FIN,Milka Emilia Pasanen,female,R,,1997
223172,AUS,Cayleigh Eddy,female,U,,-1
213892,AZE,Nazrin Jafarova,female,U,,1997
223209,MNE,Ksenija Ana Vujacic,female,U,,-1
219487,ITA,Giulia Porzio,female,U,,1997
125833,TUR,Mert Naci Turker,male,U,,1998
222009,ITA,Valentina Urelli Rinaldi,female,R,,-1
222928,IND,Vidhi Jani,female,R,,-1
200528,AUS,Mayez Jupiter Elrich,male,R,,1999
239391,AUT,Jelena Ristic,female,U,,-1
103926,ESP,Daniel Munoz de la Nava,male,L,,1982
220267,USA,Taylor Bridges,female,R,,1998
216398,USA,Kariann Pierre Louis,female,R,,1999
215816,GER,Leah Luboldt,female,U,,1997
239483,POL,Karolina Skowronska,female,U,,-1
206908,DOM,Luis Mauricio Bonilla,male,U,,1997
220743,MAR,Hadil Nazih,female,U,,2002
215969,ITA,Marialuisa Zirilli,female,U,,1997
220303,AUS,Baijing Lin,female,R,,2000
106290,CAN,Filip Peliwo,male,R,,1994
202637,IND,Shivika Burman,female,R,,1989
206837,ITA,Andrea Del Prete,male,U,,1994
213806,ROU,Gabriela Aura Zarnoveanu,female,U,,1975
222934,ITA,Marta Giglio,female,U,,-1
222748,NED,Emma Van Poppel,female,U,,-1
206422,RUS,Anastasia Rudakova,female,U,,1994
104736,UZB,Farrukh Dustov,male,R,196.0,1986
200367,CAN,Thomas Susen,male,U,,1993
122171,GER,Alexander Mannapov,male,R,,1995
221049,NED,Stanzi Stuijt,female,U,,1995
215636,JPN,Kumi So,female,U,,1998
220519,FRA,Alizee Michaud,female,R,,1996
216387,SWE,Angelina Melki,female,R,,2002
215574,RUS,Sofiya Kuzina,female,U,,1999
222085,USA,Amy Kaplan,female,U,,-1
105812,INA,David Agung Susanto,male,U,,1991
222709,RSA,Ntokozo Zungu,female,U,,-1
213702,ESP,Marta Sexmilo Pascual,female,R,,1996
244076,BRA,Lais Schroeder,female,U,,-1
211203,ISR,Maayan Sela,female,R,,1995
122113,UKR,Yurii Dzhavakian,male,R,,1993
216108,ESP,Maria Fernandez Zaragoza,female,U,,2000
210870,POL,Natalia Siedliska,female,U,,1995
127151,THA,Jirayu Limpathum,male,U,,-1
106155,UKR,Denys Mylokostov,male,L,,1993
216228,IND,Kaaviya Balasubramanian,female,R,,2000
127139,MEX,Miguel Diaz,male,U,,1979
221903,CHN,Meng Yi Chen,female,U,,2003
220596,ITA,Clarissa Gai,female,U,,1998
206405,ARG,Sofia Blanco,female,U,,1995
215975,UKR,Kateryna Karpiuk,female,U,,1997
127155,GER,Marvin Greven,male,R,,1996
105357,AUS,John Millman,male,R,183.0,1989
105349,FIN,Harri Heliovaara,male,R,,1989
219996,BLR,Kristina Vasina,female,U,,1999
200307,CHN,Tao Mu,male,U,,2000
222298,VEN,Lorelyz Marruffo,female,U,,-1
204360,MEX,Carolina Betancourt,female,R,,1993
216260,JPN,Funa Kozaki,female,U,,2001
203487,FRA,Andrea Ka,female,R,,1992
205998,GBR,Manisha Foster,female,U,,1993
216277,SWE,Sofia Carlsson,female,U,,1999
210740,SIN,Stefanie Tan,female,R,,1992
218328,RUS,Arina Kuznetsova,female,R,,1997
123828,GER,Jan Choinski,male,R,,1996
133667,THA,Congsup Congcar,male,U,,1996
214942,MAR,Lilya Hadab,female,U,,1999
223366,RUS,Marina Popova,female,U,,-1
201610,KAZ,Zarina Diyas,female,R,172.0,1993
213741,MEX,Alexia Coutino Castillo,female,U,,1998
144923,GER,Louis Wessels,male,R,,1998
220498,CHN,Yuxin Zhang,female,U,,2000
220094,RSA,Jessica Bruyns,female,R,,2000
222132,SWE,Marta Louise Soederberg,female,U,,-1
220526,POL,Natalia Pietras,female,U,,2000
215489,JPN,Ramu Ueda,female,U,,1998
221208,RUS,Alena Nikishina,female,U,,2001
206146,ARG,Catalina Pella,female,R,,1993
214794,USA,Sophia Bursulaya,female,U,,1992
222237,ESP,Alexandra Dodashev Enbert,female,R,,-1
208372,BRA,Natan Rodrigues,male,U,,2002
208859,ITA,Francesco Passaro,male,R,,2001
220011,CRO,Anamarija Spoljaric,female,U,,1998
202662,ITA,Camilla Rosatello,female,R,,1995
221351,GER,Ivonne Juric,female,U,,2000
212041,SWE,Paulina Wulcan,female,U,,1996
231631,EGY,Salma Yassin Hosny,female,U,,-1
222055,USA,Destiny Hankerson,female,R,,-1
125844,ISR,Yannai Barkai,male,U,,1997
223084,AUS,Milan Krish,female,U,,-1
111454,AUS,Li Tu,male,R,,1996
220814,RSA,Delien Kleinhans,female,U,,2002
215045,CHN,Xinyu Jiang,female,U,,1999
220509,IND,Krishnali Bhonsle,female,R,,1991
220663,ITA,Alice Zapolla,female,U,,1995
211061,TUR,Gizem Melisa Ates,female,U,,1996
214464,ISR,Shir Azran,female,U,,1998
126353,POR,Nuno Deus,male,U,,1995
220266,GER,Kathleen Kanev,female,U,,2000
215938,IND,Lalita Devarakonda,female,R,,1999
215448,ROU,Denise Antonela Stoica,female,U,,2000
216310,MEX,Abigail Cazarez Gonzalez,female,U,,2000
216384,SWE,Maria Petrovic,female,U,,2002
221444,ARG,Martina Josefina Zarza,female,U,,2000
222668,GER,Anja Wildgruber,female,U,,2002
211793,FIN,Tanja Tuomi,female,U,,1996
215566,BUL,Gergana Topalova,female,U,,2000
216264,USA,Abigail Forbes,female,U,,2001
222591,ECU,Hanna Vasconez Teran,female,U,,-1
203288,CHN,Jia Jing Lu,female,R,,1989
203448,CZE,Tereza Jankovska,female,L,,1994
214452,USA,Caroline Dolehide,female,R,,1998
106280,FRA,Maxime Tchoutakian,male,U,,1994
214817,AUT,Jasmin Buchta,female,U,,1997
215191,CZE,Sabina Machalova,female,R,,1997
215340,BOL,Hortencia Birnbaumer,female,R,,2000
221442,FRA,Gabrielle Clairotte,female,U,,2002
230879,EGY,Perihan Auf,female,U,,-1
219735,ITA,Giulia Turconi,female,U,,1999
221860,AUS,Olivia Symons,female,U,,2002
237461,BEL,Emma Vanderheyden,female,U,,-1
204374,DEN,Frederikke Svarre,female,R,,1997
220528,JPN,Ayaka Ozeki,female,U,,1998
223014,LTU,Nika Novikova,female,U,,-1
220673,USA,Alona Smith,female,U,,1999
221655,UNK,Dohee Yim,female,U,,2002
223114,ITA,Giulia Barberini,female,U,,-1
214603,ITA,Silvia Mattiolo,female,U,,1997
239461,ITA,Agnese Dolceamore,female,U,,-1
200175,SRB,Miomir Kecmanovic,male,R,183.0,1999
236965,ARG,Angeles Maria Cueto,female,U,,-1
220613,NED,Stephanie Judith Visscher,female,U,,2000
223200,IND,Renee Singh,female,U,,-1
104534,ISR,Dudi Sela,male,R,175.0,1985
222224,FRA,Valentine Vigne,female,R,,1992
222461,BOL,Valentina Ascarrunz,female,U,,-1
223164,RUS,Maria Bondarenko,female,R,,2003
105999,CHN,Bowen Ouyang,male,L,,1992
220810,RUS,Ksenia Tarasova,female,U,,2000
221385,GRE,Galateia Mesochoritou,female,U,,2001
220365,GEO,Elene Mchedlidze,female,U,,2000
202305,ARG,Franco Ribero,male,U,,1999
215505,SVK,Laura Svatikova,female,R,,1994
210117,GBR,William Jansen,male,L,,2004
132896,KOR,Minseob Lim,male,R,,1998
207671,SVK,Martin Fekiac,male,U,,1999
125806,CZE,Dominik Kellovsky,male,U,,1996
201895,USA,Robert Loeb,male,U,,1998
215801,ESP,Marta Vicens Miquel,female,U,,1999
133497,MAR,Marouane Wasfy,male,R,,1997
222064,ESP,Claudia Borbon Roca,female,U,,-1
215517,GER,Amelie Carolin Kurpiers,female,U,,1999
216393,COL,Mariana Vargas Carrascal,female,R,,2001
234472,ITA,Valentina Bertonazzi,female,U,,-1
214989,HKG,Yan Tung Ki,female,R,,1991
125825,ARG,Matias Zukas,male,R,,1996
124023,HKG,Hei Yin Andrew Li,male,R,,1997
200681,IND,Adil Kalyanpur,male,R,,2000
238088,USA,Jacqueline Soloveychik,female,U,,-1
204364,USA,Josie Kuhlman,female,R,,1995
223302,RUS,Kira Pavlova,female,U,,-1
104678,SRB,Viktor Troicki,male,R,193.0,1986
204420,MEX,Marcela Zacarias,female,R,,1994
144909,POR,Francisco Cabral,male,U,,1997
216580,MAR,Salma Charif,female,U,,1994
220309,TUR,Zeynep Sonmez,female,U,,2002
221194,FRA,Flavie Brugnone,female,R,,2003
134767,SWE,Sam Taylor,male,U,,1997
104460,GER,Dustin Brown,male,R,196.0,1984
120792,PAK,M Abid Ali Khan Akbar,male,U,,1990
214058,COL,Juliana Valero,female,R,,1998
222918,EST,Andrea Roots,female,U,,-1
202442,GEO,Tatia Mikadze,female,R,,1988
206188,BLR,Viktoryia Mun,female,R,,1994
106099,ITA,Salvatore Caruso,male,R,185.0,1992
239171,LVA,Tereze Vevere,female,U,,-1
106333,BEL,Julien Cagnina,male,R,,1994
221428,COL,Salome Sierra,female,U,,2002
126120,CRO,Nino Serdarusic,male,U,,1996
134840,ITA,Raul Brancaccio,male,U,,1997
223439,ESP,Eva Alvarez Sande,female,U,,-1
224481,CZE,Izabela Heinzova,female,U,,-1
201667,HKG,Ling Zhang,female,R,,1989
201967,ITA,Federico Bertuccioli,male,U,,1998
215375,PER,Dominique Schaefer,female,R,,1999
206463,ESP,Jose Juarez Caro,male,U,,1998
219639,LAT,Alise Cernecka,female,U,,2000
240164,GEO,Ketevan Jeladze,female,U,,-1
220520,USA,Mccartney Kessler,female,U,,1999
211841,BUL,Eleonore Tchakarova,female,R,,1994
211031,GBR,Sarah Beth Askew,female,L,,1995
127159,GER,Roman Warias,male,U,,1988
105054,SVK,Michal Pazicky,male,R,,1987
222052,USA,Ashanti Campfield,female,R,,-1
239446,JPN,Mao Mushika,female,U,,-1
127068,ITA,Edoardo Castagna,male,U,,-1
103590,COL,Michael Quintero,male,R,,1980
105635,CHI,Jorge Montero,male,R,,1990
221613,UNK,Yeon Soo Park,female,U,,2003
222620,SVK,Martina Marusinova,female,U,,-1
203406,ESP,Lucia Cervera Vazquez,female,R,,1991
222315,GBR,Eleanor Baglow,female,L,,-1
214201,NED,Jocelijn Cavero Roeper,female,U,,1997
200083,USA,Alexandra Stevenson,female,R,,1980
202416,THA,Nungnadda Wannasuk,female,R,,1989
239407,ESP,Carlota Mulet Bouza,female,U,,-1
211313,CAN,Emma Onila,female,R,,1994
220115,KOR,Han Byeol Lee,female,U,,2000
215247,MEX,Daniela Morales Beckmann,female,L,,1998
221062,SUI,Marie Mettraux,female,U,,2000
222787,RUS,Maria Filimonikhina,female,R,,-1
216012,ISR,Shir Bakshi,female,U,,2001
207934,DEN,Philip Hjorth,male,U,,1999
222653,GUA,Valeria Porras Buezo,female,U,,-1
225860,TUN,Lina Hachem,female,U,,-1
220941,SWE,Anna Leijon,female,U,,2001
105250,MAR,Mehdi Jdi,male,R,,1988
144675,FRA,Baptiste Crepatte,male,U,,1994
200292,SRB,Igor Banicevic,male,U,,1999
221688,RUS,Anastasia Sysoeva,female,U,,2003
230872,FRA,Jade Marie,female,U,,-1
206917,GER,Tim Hofmann,male,R,,2001
216356,JPN,Chinatsu Shimizu,female,U,,1994
213016,SVK,Petra Uberalova,female,R,,1995
222968,THA,Piyaphat Jongma,female,U,,-1
214465,ISR,Maya Tahan,female,U,,1999
208151,ITA,Filippo Speziali,male,U,,2000
222660,KAZ,Tatyana Nikolenko,female,U,,-1
221848,OMA,Maryam Al Balushi,female,U,,2000
216353,COL,Nicolle Andrea Gomez Romero,female,U,,2001
207784,GBR,Harry Wendelken,male,U,,2001
223267,USA,Janet Imbo Nloga,female,U,,-1
208328,GER,Max Wiskandt,male,R,,2002
206002,RUS,Tamara Bizhukova,female,R,,1994
201676,KOR,Ye Ra Lee,female,R,,1987
208119,CAN,Liam Draxl,male,R,,2001
210808,MEX,Beatriz Magdalena Flores,female,U,,1991
105966,BLR,Pavel Filin,male,U,,1992
214236,ESP,Angela Fita Boluda,female,U,,1999
222898,COL,Ivana Perez Luengas,female,U,,-1
215924,SWE,Paulina Engback,female,U,,2000
221261,SLO,Nika Zupancic,female,U,,1999
215156,ITA,Alessandra Amodeo,female,U,,1997
104667,AUT,Philipp Oswald,male,R,,1986
222871,COL,Daniela Zambrano,female,R,,-1
127123,BRA,Mateus Alves,male,R,,2001
126663,ARG,Juan Pablo Ficovich,male,R,,1997
132054,USA,Nathan Ponwith,male,U,,1998
221806,HON,Ana Gabriela Zavala Mata,female,U,,1999
204366,FRA,Victoria Muntean,female,U,,1997
206889,FRA,Clement Chidekh,male,U,,2001
105554,GBR,Daniel Evans,male,R,175.0,1990
132535,COD,William Bushamuka,male,R,,1996
223120,ROU,Briana Szabo,female,U,,2005
220753,ESP,Marta Garcia Reboredo Montesdeoca,female,U,,2003
120424,GER,Yannick Maden,male,R,185.0,1989
106278,ROU,Vasile Alexandru Ghilea,male,R,,1994
220551,USA,Kolie Allen,female,U,,2000
222139,JPN,Chiharu Kobayashi,female,U,,-1
104947,TUR,Marsel Ilhan,male,R,190.0,1987
221080,JPN,Yuka Asano,female,U,,2000
210990,CHI,Pascalle Thenoux Acuna,female,U,,1993
124124,UKR,Filipp Kekercheni,male,R,,1995
221602,UNK,Suhyun Lim,female,U,,2002
221293,KAZ,Milana Maydanova,female,U,,2002
215837,MEX,Mariel Rosales Martinez,female,R,,1987
211222,USA,Jamie Loeb,female,R,,1995
206846,ITA,Nicola Montani,male,U,,1996
201664,TUR,Pemra Ozgen,female,R,,1986
220553,GER,Linda Puppendahl,female,U,,2000
137188,FRA,Jocelyn Devilliers,male,R,,1994
232444,HUN,Erika Weil,female,U,,-1
223036,HUN,Nora Gaal,female,U,,-1
206263,ITA,Maurizio Speziali,male,R,,1997
214696,USA,Jessica Failla,female,U,,1997
106197,ESP,Samuel Ribeiro Navarrete,male,U,,1993
104467,ALG,Lamine Ouahab,male,R,185.0,1984
105100,GBR,Edward Corrie,male,U,,1988
106260,ITA,Pietro Rondoni,male,U,,1993
221942,USA,Kendra Bunch,female,L,,-1
213898,USA,Rhiann Newborn,female,R,,1994
231639,ESP,Ariana Geerlings,female,U,,-1
216171,ROU,Andreea Stanescu,female,L,,1999
220322,SWE,Julia Keranovic,female,U,,1998
220630,HKG,Sheena Jade Masuda Karrasch,female,U,,2003
221920,JPN,Azusa Yasaki,female,U,,2000
206253,ESP,Ivonne Cavalle Reimers,female,R,,1992
105974,AUS,Maverick Banes,male,R,,1992
216195,LIB,Yasmeen Ghaoui,female,R,,2001
220737,CAN,Nifemi Akinbiyi,female,U,,2001
215153,ISR,Kristin Younes,female,U,,2001
134281,USA,Michael Genender,male,L,,1997
207785,GBR,George Loffhagen,male,R,,2001
214959,BLR,Nika Shytkouskaya,female,U,,1999
206346,USA,Denise Starr,female,R,,1995
215847,USA,Nikita Uberoi,female,R,,1993
222828,RUS,Alina Kozaeva,female,U,,-1
216057,GBR,Soumeya Anane,female,U,,1993
202640,FRA,Irina Ramialison,female,R,,1991
220017,CAN,Tereza Susen,female,U,,1995
206248,CRO,Iva Primorac,female,U,,1996
206843,GBR,Ross Watson,male,,,1998
211817,ROU,Elena Gabriela Ruse,female,U,,1997
110774,BRA,Marcelo Zormann Da Silva,male,R,,1996
222879,COL,Kelly Loana Vargas Gonzalez,female,R,,-1
216103,GER,Eden Sophie Schlagenhauf,female,U,,1999
206914,PER,Mateo Vereau Melendez,male,U,,2001
222926,IND,Lakshmi Sahithi Reddy Vutukuru,female,U,,-1
239185,AUT,Sophia Desiree Piech,female,U,,-1
203400,CRO,Tea Faber,female,R,,1989
202349,IND,Rushmi Chakravarthi,female,R,,1977
105085,UKR,Artem Smirnov,male,U,,1988
221305,CHN,Hongding Dong,female,U,,1999
204249,HUN,Csilla Argyelan,female,R,,1990
222526,JPN,Michiyo Nakamura,female,U,,1971
200419,SWE,Jonas Eriksson Ziverts,male,R,,1999
202789,GEO,Salome Devidze,female,R,,1986
213979,FRA,Camille Maisonnave,female,U,,1989
203588,ROU,Cristina Adamescu,female,R,,1995
222100,ITA,Greta Langiu,female,L,,-1
204345,UZB,Polina Merenkova,female,U,,1995
216579,POL,Weronika Falkowska,female,R,,2000
216244,UZB,Uljan Espolova,female,U,,1997
132028,BAH,Justin Lunn,male,U,,1991
200321,KOR,San Hui Sin,male,U,,1997
221824,SGP,Y kit Nicole Tan,female,U,,1998
214189,ESP,Alicia Herrero Linana,female,R,,1999
202421,BEL,Alison Van Uytvanck,female,R,173.0,1994
222038,USA,Elaine Chervinsky,female,R,,-1
103863,RUS,Mikhail Elgin,male,R,183.0,1981
126143,DEN,Andreas Bjerrehus,male,U,,1992
207490,ESP,Carlos Lopez Montagud,male,U,,2000
215236,RUS,Maria Kononova,female,U,,1997
211039,COL,Daniela Carrillo,female,R,,1996
111807,SUI,Simeon Rossier,male,L,,1995
221918,JPN,Minori Imada,female,U,,2000
128041,SMR,Marco De Rossi,male,R,,1997
221797,ESP,Francina Puig Llompart,female,U,,2002
222128,SWE,Felicia Back,female,U,,-1
132842,ITA,Julian Ocleppo,male,R,,1997
